gene_id,SRR21159093,SRR21159098
gene-TRNAS-UGA-32|TRNAS-UGA,0,0
gene-TRNAA-UGC-37|TRNAA-UGC,0,0
gene-TRNAT-UGU-41|TRNAT-UGU,0,0
gene-TRNAF-GAA-41|TRNAF-GAA,0,0
gene-TRNAS-GCU-44|TRNAS-GCU,0,0
gene-TRNAT-AGU-45|TRNAT-AGU,0,0
gene-TRNAV-AAC-58|TRNAV-AAC,0,0
gene-TRNAG-UCC-50|TRNAG-UCC,0,0
gene-TRNAI-GAU-4|TRNAI-GAU,0,0
gene-TRNAH-GUG-6|TRNAH-GUG,0,0
gene-TRNAD-GUC-42|TRNAD-GUC,0,0
gene-TRNAE-CUC-12|TRNAE-CUC,0,0
gene-TRNAI-UAU-33|TRNAI-UAU,0,0
gene-TRNAT-AGU-46|TRNAT-AGU,0,0
gene-TRNAF-GAA-42|TRNAF-GAA,0,0
gene-LOC123357236|LOC123357236,0,0
gene-LOC123357237|LOC123357237,0,0
gene-TRNAC-GCA-51|TRNAC-GCA,0,0
gene-TRNAV-AAC-59|TRNAV-AAC,0,0
gene-TRNAS-AGA-36|TRNAS-AGA,0,0
gene-TRNAF-GAA-44|TRNAF-GAA,0,0
gene-TRNAR-CCU-17|TRNAR-CCU,0,0
gene-TRNAK-UUU-42|TRNAK-UUU,0,0
gene-TRNAI-AAU-34|TRNAI-AAU,0,0
gene-TRNAI-UAU-34|TRNAI-UAU,0,0
gene-TRNAA-UGC-38|TRNAA-UGC,0,0
gene-TRNAG-UCC-51|TRNAG-UCC,0,0
gene-TRNAS-AGA-37|TRNAS-AGA,0,0
gene-TRNAA-UGC-39|TRNAA-UGC,0,0
gene-TRNAS-AGA-38|TRNAS-AGA,0,0
gene-TRNAI-UAU-35|TRNAI-UAU,0,0
gene-TRNAT-AGU-47|TRNAT-AGU,0,0
gene-TRNAC-GCA-52|TRNAC-GCA,0,0
gene-TRNAS-AGA-39|TRNAS-AGA,0,0
gene-TRNAK-CUU-37|TRNAK-CUU,0,0
gene-TRNAD-GUC-43|TRNAD-GUC,0,0
gene-TRNAV-UAC-9|TRNAV-UAC,0,0
gene-TRNAV-AAC-60|TRNAV-AAC,0,0
gene-TRNAT-CGU-12|TRNAT-CGU,0,0
gene-TRNAG-UCC-52|TRNAG-UCC,0,0
gene-TRNAV-AAC-61|TRNAV-AAC,0,0
gene-TRNAG-UCC-53|TRNAG-UCC,0,0
gene-TRNAV-AAC-62|TRNAV-AAC,0,0
gene-TRNAV-AAC-63|TRNAV-AAC,0,0
gene-LOC123357271|LOC123357271,0,0
gene-LOC123357273|LOC123357273,0,4
gene-TRNAV-AAC-64|TRNAV-AAC,0,0
gene-TRNAS-AGA-40|TRNAS-AGA,0,0
gene-TRNAC-GCA-53|TRNAC-GCA,0,0
gene-LOC123357278|LOC123357278,0,3
gene-TRNAC-GCA-54|TRNAC-GCA,0,0
gene-TRNAV-AAC-65|TRNAV-AAC,0,0
gene-TRNAF-GAA-46|TRNAF-GAA,0,1
gene-LOC123357281|LOC123357281,0,0
gene-LOC123357283|LOC123357283,0,0
gene-TRNAK-CUU-38|TRNAK-CUU,0,0
gene-TRNAK-UUU-43|TRNAK-UUU,0,0
gene-LOC123357289|LOC123357289,0,0
gene-LOC123357293|LOC123357293,0,1
gene-LOC123357292|LOC123357292,0,0
gene-TRNAF-GAA-47|TRNAF-GAA,0,0
gene-TRNAC-GCA-55|TRNAC-GCA,0,0
gene-TRNAF-GAA-48|TRNAF-GAA,0,0
gene-LOC123357299|LOC123357299,0,13
gene-TRNAS-ACU-2|TRNAS-ACU,0,0
gene-TRNAA-UGC-40|TRNAA-UGC,0,0
gene-TRNAS-UGA-34|TRNAS-UGA,0,0
gene-LOC123357317|LOC123357317,0,0
gene-LOC123357319|LOC123357319,0,1
gene-LOC123357316|LOC123357316,0,0
gene-LOC123357318|LOC123357318,0,0
gene-TRNAL-CAA-40|TRNAL-CAA,0,0
gene-TRNAE-UUC-31|TRNAE-UUC,0,0
gene-TRNAK-CUU-39|TRNAK-CUU,0,0
gene-TRNAQ-CUG-28|TRNAQ-CUG,0,0
gene-TRNAI-AAU-35|TRNAI-AAU,0,0
gene-TRNAA-UGC-41|TRNAA-UGC,0,0
gene-TRNAQ-UUG-12|TRNAQ-UUG,0,0
gene-TRNAG-UCC-54|TRNAG-UCC,0,0
gene-TRNAF-GAA-49|TRNAF-GAA,0,0
gene-LOC123357332|LOC123357332,0,0
gene-TRNAS-GCU-45|TRNAS-GCU,0,0
gene-TRNAG-UCC-55|TRNAG-UCC,0,0
gene-TRNAV-AAC-66|TRNAV-AAC,0,0
gene-TRNAF-GAA-50|TRNAF-GAA,0,0
gene-TRNAS-ACU-3|TRNAS-ACU,0,0
gene-TRNAS-CGA-21|TRNAS-CGA,0,0
gene-TRNAV-AAC-67|TRNAV-AAC,0,0
gene-LOC123357342|LOC123357342,0,0
gene-TRNAT-UGU-42|TRNAT-UGU,0,0
gene-TRNAS-GCU-46|TRNAS-GCU,0,0
gene-TRNAC-GCA-57|TRNAC-GCA,0,0
gene-TRNAT-AGU-48|TRNAT-AGU,0,0
gene-TRNAT-AGU-49|TRNAT-AGU,0,0
gene-LOC123357350|LOC123357350,0,0
gene-TRNAV-AAC-68|TRNAV-AAC,0,0
gene-TRNAL-AAG-11|TRNAL-AAG,0,0
gene-TRNAS-ACU-4|TRNAS-ACU,0,0
gene-TRNAF-GAA-51|TRNAF-GAA,0,0
gene-TRNAA-UGC-42|TRNAA-UGC,0,0
gene-LOC123357365|LOC123357365,0,0
gene-LOC123357363|LOC123357363,0,0
gene-LOC123357362|LOC123357362,0,0
gene-TRNAS-UGA-36|TRNAS-UGA,0,0
gene-LOC123357360|LOC123357360,0,0
gene-LOC123357364|LOC123357364,0,0
gene-TRNAC-ACA-15|TRNAC-ACA,0,0
gene-TRNAF-GAA-52|TRNAF-GAA,0,0
gene-TRNAS-UGA-37|TRNAS-UGA,0,0
gene-TRNAI-AAU-36|TRNAI-AAU,0,0
gene-TRNAR-UCG-9|TRNAR-UCG,0,0
gene-LOC123357361|LOC123357361,0,0
gene-TRNAN-GUU-24|TRNAN-GUU,0,0
gene-TRNAQ-CUG-30|TRNAQ-CUG,0,0
gene-TRNAS-CGA-22|TRNAS-CGA,0,0
gene-TRNAS-AGA-42|TRNAS-AGA,0,0
gene-TRNAD-GUC-44|TRNAD-GUC,0,0
gene-TRNAH-GUG-7|TRNAH-GUG,0,0
gene-TRNAR-UCU-31|TRNAR-UCU,0,0
gene-TRNAK-CUU-40|TRNAK-CUU,0,0
gene-TRNAA-UGC-43|TRNAA-UGC,0,0
gene-TRNAV-AAC-70|TRNAV-AAC,0,0
gene-TRNAF-GAA-53|TRNAF-GAA,0,0
gene-LOC123357402|LOC123357402,0,0
gene-YBX2|YBX2,0,3965
gene-LOC123357409|LOC123357409,0,1
gene-TRNAS-GCU-47|TRNAS-GCU,0,0
gene-TRNAK-CUU-41|TRNAK-CUU,0,0
gene-LOC123357422|LOC123357422,0,0
gene-LOC123357421|LOC123357421,0,0
gene-TRNAV-GAC-4|TRNAV-GAC,0,0
gene-TRNAS-AGA-43|TRNAS-AGA,0,0
gene-TRNAF-GAA-54|TRNAF-GAA,0,0
gene-TRNAG-ACC-4|TRNAG-ACC,0,0
gene-TRNAA-UGC-44|TRNAA-UGC,0,0
gene-TRNAT-AGU-50|TRNAT-AGU,0,0
gene-TRNAS-GCU-48|TRNAS-GCU,0,0
gene-TRNAD-GUC-45|TRNAD-GUC,0,0
gene-TRNAK-CUU-42|TRNAK-CUU,0,0
gene-TRNAC-GCA-58|TRNAC-GCA,0,0
gene-TRNAT-UGU-43|TRNAT-UGU,0,0
gene-TRNAA-CGC-6|TRNAA-CGC,0,0
gene-LOC123357440|LOC123357440,0,0
gene-LOC123357442|LOC123357442,0,0
gene-TRNAQ-CUG-31|TRNAQ-CUG,0,0
gene-TRNAK-CUU-43|TRNAK-CUU,0,0
gene-TRNAA-UGC-45|TRNAA-UGC,0,0
gene-TRNAV-CAC-25|TRNAV-CAC,0,0
gene-TRNAK-CUU-44|TRNAK-CUU,0,0
gene-TRNAS-UGA-38|TRNAS-UGA,0,0
gene-TRNAG-UCC-56|TRNAG-UCC,0,0
gene-TRNAK-CUU-45|TRNAK-CUU,0,0
gene-TRNAS-UGA-39|TRNAS-UGA,0,0
gene-TRNAR-CCU-18|TRNAR-CCU,0,0
gene-LOC123357457|LOC123357457,0,2
gene-TRNAT-UGU-44|TRNAT-UGU,0,0
gene-LOC123357455|LOC123357455,0,0
gene-LOC123357456|LOC123357456,0,0
gene-TRNAT-AGU-51|TRNAT-AGU,0,0
gene-TRNAS-GCU-49|TRNAS-GCU,0,0
gene-TRNAM-CAU-24|TRNAM-CAU,0,0
gene-TRNAT-UGU-45|TRNAT-UGU,0,0
gene-TRNAS-ACU-5|TRNAS-ACU,0,0
gene-TRNAS-UGA-40|TRNAS-UGA,0,0
gene-TRNAF-GAA-55|TRNAF-GAA,0,0
gene-TRNAR-UCG-10|TRNAR-UCG,0,0
gene-TRNAS-AGA-45|TRNAS-AGA,0,0
gene-LOC123357454|LOC123357454,0,0
gene-TRNAI-AAU-37|TRNAI-AAU,0,0
gene-TRNAA-CGC-7|TRNAA-CGC,0,0
gene-TRNAS-GCU-50|TRNAS-GCU,0,0
gene-TRNAT-AGU-52|TRNAT-AGU,0,0
gene-LOC123357476|LOC123357476,0,0
gene-LOC123357475|LOC123357475,0,0
gene-TRNAL-CAA-41|TRNAL-CAA,0,0
gene-TRNAE-UUC-32|TRNAE-UUC,0,0
gene-TRNAA-UGC-46|TRNAA-UGC,0,0
gene-TRNAD-GUC-46|TRNAD-GUC,0,0
gene-TRNAC-ACA-16|TRNAC-ACA,0,0
gene-LOC123357473|LOC123357473,0,0
gene-LOC123357474|LOC123357474,0,0
gene-TRNAT-GGU|TRNAT-GGU,0,0
gene-TRNAV-AAC-71|TRNAV-AAC,0,0
gene-LOC123357483|LOC123357483,0,0
gene-TRNAV-AAC-72|TRNAV-AAC,0,0
gene-TRNAT-AGU-53|TRNAT-AGU,0,0
gene-TRNAS-AGA-46|TRNAS-AGA,0,0
gene-TRNAK-UUU-44|TRNAK-UUU,0,0
gene-TRNAT-UGU-46|TRNAT-UGU,0,0
gene-TRNAD-GUC-47|TRNAD-GUC,0,0
gene-TRNAK-UUU-45|TRNAK-UUU,0,0
gene-TRNAI-UAU-36|TRNAI-UAU,0,0
gene-TRNAI-UAU-37|TRNAI-UAU,0,0
gene-TRNAQ-CUG-32|TRNAQ-CUG,0,0
gene-TRNAS-UGA-41|TRNAS-UGA,0,1
gene-LOC123357491|LOC123357491,0,27
gene-TRNAT-AGU-54|TRNAT-AGU,0,0
gene-TRNAI-AAU-38|TRNAI-AAU,0,0
gene-TRNAA-CGC-8|TRNAA-CGC,0,0
gene-TRNAK-CUU-46|TRNAK-CUU,0,0
gene-TRNAD-GUC-48|TRNAD-GUC,0,0
gene-TRNAD-GUC-49|TRNAD-GUC,0,0
gene-TRNAI-AAU-39|TRNAI-AAU,0,0
gene-AVPR2|AVPR2,0,0
gene-TRNAV-CAC-26|TRNAV-CAC,0,0
gene-TRNAA-UGC-47|TRNAA-UGC,0,0
gene-TRNAE-UUC-33|TRNAE-UUC,0,0
gene-TRNAV-AAC-74|TRNAV-AAC,0,0
gene-TRNAI-UAU-38|TRNAI-UAU,0,0
gene-TRNAI-UAU-39|TRNAI-UAU,0,0
gene-TRNAC-GCA-59|TRNAC-GCA,0,0
gene-TRNAS-GCU-51|TRNAS-GCU,0,0
gene-TRNAQ-UUG-13|TRNAQ-UUG,0,0
gene-TRNAT-UGU-47|TRNAT-UGU,0,0
gene-TRNAG-UCC-57|TRNAG-UCC,0,1
gene-TRNAT-AGU-55|TRNAT-AGU,0,0
gene-TRNAS-AGA-47|TRNAS-AGA,0,0
gene-LOC123357539|LOC123357539,0,85
gene-LOC123357540|LOC123357540,0,189
gene-LOC123357542|LOC123357542,0,0
gene-LOC123357546|LOC123357546,0,2
gene-LOC123357547|LOC123357547,0,0
gene-TRNAR-CCG-5|TRNAR-CCG,0,0
gene-TRNAL-UAG-7|TRNAL-UAG,0,0
gene-TRNAI-AAU-40|TRNAI-AAU,0,0
gene-TRNAA-UGC-48|TRNAA-UGC,0,0
gene-LOC123357552|LOC123357552,0,0
gene-TRNAE-UUC-34|TRNAE-UUC,0,0
gene-TRNAQ-CUG-33|TRNAQ-CUG,0,0
gene-TRNAC-GCA-60|TRNAC-GCA,0,0
gene-TRNAV-AAC-75|TRNAV-AAC,0,0
gene-TRNAA-AGC-20|TRNAA-AGC,0,0
gene-TRNAV-AAC-76|TRNAV-AAC,0,0
gene-TRNAR-UCU-32|TRNAR-UCU,0,0
gene-TRNAS-GCU-52|TRNAS-GCU,0,0
gene-TRNAT-AGU-56|TRNAT-AGU,0,0
gene-TRNAV-AAC-77|TRNAV-AAC,0,0
gene-LOC123357560|LOC123357560,0,0
gene-TRNAC-GCA-61|TRNAC-GCA,0,0
gene-TRNAV-AAC-78|TRNAV-AAC,0,0
gene-LOC123357566|LOC123357566,0,0
gene-TRNAS-AGA-48|TRNAS-AGA,0,1
gene-TRNAT-UGU-48|TRNAT-UGU,0,0
gene-TRNAS-GCU-53|TRNAS-GCU,0,0
gene-TRNAM-CAU-25|TRNAM-CAU,0,0
gene-LOC123357573|LOC123357573,0,1
gene-LOC123357576|LOC123357576,0,0
gene-LOC123357571|LOC123357571,0,0
gene-LOC123357572|LOC123357572,0,0
gene-TRNAR-UCG-11|TRNAR-UCG,0,0
gene-LOC123357570|LOC123357570,0,5
gene-LOC123357580|LOC123357580,0,0
gene-TRNAK-CUU-47|TRNAK-CUU,0,2
gene-TRNAK-CUU-48|TRNAK-CUU,0,1
gene-TRNAE-UUC-35|TRNAE-UUC,0,0
gene-TRNAL-CAA-42|TRNAL-CAA,0,0
gene-TRNAE-UUC-36|TRNAE-UUC,0,1
gene-LOC123357574|LOC123357574,0,0
gene-LOC123357569|LOC123357569,0,0
gene-LOC123357575|LOC123357575,0,0
gene-TRNAT-UGU-49|TRNAT-UGU,0,0
gene-LOC123357595|LOC123357595,0,0
gene-TRNAK-CUU-49|TRNAK-CUU,0,0
gene-TRNAQ-CUG-34|TRNAQ-CUG,0,0
gene-TRNAT-AGU-57|TRNAT-AGU,0,0
gene-TRNAT-UGU-50|TRNAT-UGU,0,0
gene-TRNAE-UUC-37|TRNAE-UUC,0,0
gene-TRNAN-GUU-25|TRNAN-GUU,0,0
gene-TRNAF-GAA-56|TRNAF-GAA,0,0
gene-TRNAR-CCU-19|TRNAR-CCU,0,0
gene-TRNAA-UGC-49|TRNAA-UGC,0,0
gene-TRNAI-AAU-41|TRNAI-AAU,0,0
gene-TRNAE-UUC-38|TRNAE-UUC,0,0
gene-TRNAC-ACA-17|TRNAC-ACA,0,0
gene-TRNAI-UAU-40|TRNAI-UAU,0,0
gene-TRNAK-CUU-50|TRNAK-CUU,0,0
gene-TRNAI-AAU-42|TRNAI-AAU,0,0
gene-LOC123357601|LOC123357601,0,0
gene-TRNAI-UAU-41|TRNAI-UAU,0,0
gene-TRNAN-GUU-26|TRNAN-GUU,0,0
gene-TRNAN-GUU-27|TRNAN-GUU,0,0
gene-TRNAM-CAU-26|TRNAM-CAU,0,0
gene-TRNAT-UGU-51|TRNAT-UGU,0,0
gene-LOC123357602|LOC123357602,0,0
gene-LOC123357604|LOC123357604,0,0
gene-LOC123357603|LOC123357603,0,0
gene-TRNAK-CUU-51|TRNAK-CUU,0,0
gene-TRNAK-CUU-52|TRNAK-CUU,0,0
gene-TRNAF-GAA-57|TRNAF-GAA,0,0
gene-TRNAS-CGA-23|TRNAS-CGA,0,0
gene-TRNAS-GCU-54|TRNAS-GCU,0,0
gene-TRNAI-AAU-43|TRNAI-AAU,0,0
gene-TRNAI-UAU-42|TRNAI-UAU,0,0
gene-TRNAK-UUU-46|TRNAK-UUU,0,0
gene-TRNAT-UGU-52|TRNAT-UGU,0,0
gene-TRNAA-UGC-50|TRNAA-UGC,0,0
gene-TRNAK-UUU-47|TRNAK-UUU,0,0
gene-TRNAV-AAC-79|TRNAV-AAC,0,0
gene-TRNAG-UCC-58|TRNAG-UCC,0,0
gene-TRNAA-AGC-21|TRNAA-AGC,0,0
gene-TRNAV-AAC-80|TRNAV-AAC,0,0
gene-TRNAC-GCA-62|TRNAC-GCA,0,0
gene-TRNAS-ACU-6|TRNAS-ACU,0,0
gene-TRNAV-AAC-82|TRNAV-AAC,0,0
gene-TRNAV-AAC-83|TRNAV-AAC,0,0
gene-TRNAF-AAA-7|TRNAF-AAA,0,0
gene-TRNAV-AAC-84|TRNAV-AAC,0,0
gene-TRNAV-AAC-85|TRNAV-AAC,0,0
gene-TRNAG-UCC-59|TRNAG-UCC,0,0
gene-TRNAY-GUA-23|TRNAY-GUA,0,0
gene-TRNAR-UCU-33|TRNAR-UCU,0,0
gene-TRNAT-AGU-58|TRNAT-AGU,0,0
gene-TRNAS-CGA-24|TRNAS-CGA,0,1
gene-TRNAV-AAC-86|TRNAV-AAC,0,0
gene-TRNAG-UCC-60|TRNAG-UCC,0,0
gene-TRNAC-GCA-63|TRNAC-GCA,0,1
gene-TRNAA-UGC-51|TRNAA-UGC,0,0
gene-TRNAF-GAA-58|TRNAF-GAA,0,0
gene-TRNAV-AAC-87|TRNAV-AAC,0,0
gene-TRNAK-CUU-53|TRNAK-CUU,0,0
gene-TRNAR-UCU-34|TRNAR-UCU,0,1
gene-TRNAI-UAU-43|TRNAI-UAU,0,0
gene-TRNAS-AGA-49|TRNAS-AGA,0,0
gene-TRNAT-AGU-59|TRNAT-AGU,0,0
gene-TRNAR-CCU-20|TRNAR-CCU,0,0
gene-TRNAF-GAA-59|TRNAF-GAA,0,0
gene-TRNAI-UAU-44|TRNAI-UAU,0,0
gene-TRNAS-GCU-55|TRNAS-GCU,0,0
gene-TRNAS-AGA-50|TRNAS-AGA,0,0
gene-TRNAS-GCU-56|TRNAS-GCU,0,0
gene-TRNAS-GCU-57|TRNAS-GCU,0,0
gene-TRNAK-UUU-48|TRNAK-UUU,0,0
gene-TRNAQ-CUG-35|TRNAQ-CUG,0,0
gene-TRNAY-GUA-24|TRNAY-GUA,0,0
gene-TRNAT-AGU-60|TRNAT-AGU,0,0
gene-TRNAT-UGU-53|TRNAT-UGU,0,0
gene-TRNAG-UCC-61|TRNAG-UCC,0,0
gene-TRNAS-GCU-58|TRNAS-GCU,0,0
gene-TRNAT-AGU-61|TRNAT-AGU,0,0
gene-LOC123357678|LOC123357678,0,2
gene-TRNAT-UGU-54|TRNAT-UGU,0,0
gene-TRNAT-AGU-62|TRNAT-AGU,0,0
gene-TRNAV-UAC-11|TRNAV-UAC,0,0
gene-TRNAI-UAU-45|TRNAI-UAU,0,0
gene-TRNAI-AAU-44|TRNAI-AAU,0,0
gene-TRNAI-AAU-45|TRNAI-AAU,0,0
gene-TRNAC-GCA-64|TRNAC-GCA,0,0
gene-TRNAA-UGC-52|TRNAA-UGC,0,0
gene-TRNAC-GCA-65|TRNAC-GCA,0,0
gene-TRNAS-UGA-42|TRNAS-UGA,0,0
gene-TRNAN-GUU-28|TRNAN-GUU,0,0
gene-TRNAM-CAU-27|TRNAM-CAU,0,0
gene-TRNAQ-CUG-36|TRNAQ-CUG,0,0
gene-TRNAS-UGA-43|TRNAS-UGA,0,0
gene-TRNAR-UCG-12|TRNAR-UCG,0,0
gene-TRNAS-AGA-51|TRNAS-AGA,0,0
gene-TRNAF-GAA-60|TRNAF-GAA,0,0
gene-TRNAQ-CUG-37|TRNAQ-CUG,0,0
gene-TRNAD-GUC-50|TRNAD-GUC,0,0
gene-TRNAT-AGU-63|TRNAT-AGU,0,0
gene-TRNAD-GUC-51|TRNAD-GUC,0,0
gene-TRNAD-GUC-52|TRNAD-GUC,0,0
gene-LOC123357710|LOC123357710,0,0
gene-LOC123357718|LOC123357718,0,0
gene-TRNAR-UCG-13|TRNAR-UCG,0,0
gene-LOC123357720|LOC123357720,0,0
gene-LOC123357719|LOC123357719,0,0
gene-LOC123357717|LOC123357717,0,0
gene-LOC123357721|LOC123357721,0,0
gene-TRNAS-GCU-59|TRNAS-GCU,0,0
gene-TRNAT-CGU-13|TRNAT-CGU,0,0
gene-TRNAK-UUU-49|TRNAK-UUU,0,0
gene-TRNAY-GUA-25|TRNAY-GUA,0,0
gene-TRNAG-UCC-63|TRNAG-UCC,0,0
gene-TRNAS-AGA-52|TRNAS-AGA,0,0
gene-TRNAS-UGA-44|TRNAS-UGA,0,0
gene-TRNAS-GCU-60|TRNAS-GCU,0,0
gene-CNFN|CNFN,0,15
gene-ERFL|ERFL,0,39
gene-TRNAT-AGU-64|TRNAT-AGU,0,0
gene-TRNAV-AAC-88|TRNAV-AAC,0,0
gene-TRNAG-UCC-64|TRNAG-UCC,0,0
gene-TRNAC-ACA-18|TRNAC-ACA,0,0
gene-TRNAG-UCC-65|TRNAG-UCC,0,2
gene-TRNAK-UUU-50|TRNAK-UUU,0,0
gene-TRNAA-UGC-53|TRNAA-UGC,0,0
gene-TRNAK-CUU-54|TRNAK-CUU,0,0
gene-TRNAS-GCU-61|TRNAS-GCU,0,1
gene-TRNAV-GAC-5|TRNAV-GAC,0,0
gene-LOC123357745|LOC123357745,0,0
gene-LOC123357747|LOC123357747,0,0
gene-LOC123357748|LOC123357748,0,0
gene-TRNAA-UGC-54|TRNAA-UGC,0,1
gene-TRNAC-GCA-66|TRNAC-GCA,0,0
gene-TRNAK-CUU-55|TRNAK-CUU,0,0
gene-TRNAI-UAU-46|TRNAI-UAU,0,0
gene-TRNAF-GAA-61|TRNAF-GAA,0,0
gene-TRNAK-CUU-56|TRNAK-CUU,0,0
gene-TRNAG-UCC-66|TRNAG-UCC,0,0
gene-TRNAS-GCU-62|TRNAS-GCU,0,0
gene-TRNAS-UGA-45|TRNAS-UGA,0,1
gene-TRNAV-AAC-89|TRNAV-AAC,0,0
gene-TRNAA-UGC-55|TRNAA-UGC,0,1
gene-TRNAC-GCA-67|TRNAC-GCA,0,0
gene-LOC123357770|LOC123357770,0,0
gene-LOC123357773|LOC123357773,0,0
gene-TRNAK-CUU-57|TRNAK-CUU,0,0
gene-TRNAN-GUU-29|TRNAN-GUU,0,0
gene-TRNAQ-CUG-38|TRNAQ-CUG,0,0
gene-LOC123357772|LOC123357772,0,0
gene-LOC123357774|LOC123357774,0,0
gene-LOC123357775|LOC123357775,0,0
gene-TRNAR-UCG-14|TRNAR-UCG,0,0
gene-TRNAE-UUC-39|TRNAE-UUC,0,0
gene-TRNAG-UCC-67|TRNAG-UCC,0,0
gene-TRNAT-UGU-55|TRNAT-UGU,0,0
gene-TRNAS-AGA-53|TRNAS-AGA,0,0
gene-TRNAS-GCU-63|TRNAS-GCU,0,0
gene-LOC123357785|LOC123357785,0,3
gene-LOC123357788|LOC123357788,0,3
gene-TRNAF-GAA-62|TRNAF-GAA,0,0
gene-TRNAS-UGA-46|TRNAS-UGA,0,0
gene-TRNAS-GCU-64|TRNAS-GCU,0,1
gene-TRNAC-GCA-68|TRNAC-GCA,0,0
gene-TRNAA-UGC-56|TRNAA-UGC,0,0
gene-TRNAS-CGA-25|TRNAS-CGA,0,0
gene-TRNAF-GAA-63|TRNAF-GAA,0,0
gene-TRNAL-CAA-44|TRNAL-CAA,0,0
gene-TRNAA-UGC-57|TRNAA-UGC,0,0
gene-TRNAG-UCC-68|TRNAG-UCC,0,0
gene-TRNAS-GCU-65|TRNAS-GCU,0,0
gene-TRNAA-UGC-58|TRNAA-UGC,0,0
gene-TRNAE-UUC-40|TRNAE-UUC,0,0
gene-TRNAT-AGU-65|TRNAT-AGU,0,0
gene-TRNAA-AGC-22|TRNAA-AGC,0,0
gene-TRNAC-GCA-69|TRNAC-GCA,0,0
gene-TRNAQ-UUG-14|TRNAQ-UUG,0,0
gene-TRNAR-UCG-15|TRNAR-UCG,0,0
gene-TRNAT-AGU-66|TRNAT-AGU,0,0
gene-TRNAS-AGA-54|TRNAS-AGA,0,0
gene-TRNAI-UAU-47|TRNAI-UAU,0,0
gene-TRNAR-UCU-35|TRNAR-UCU,0,0
gene-TRNAK-CUU-58|TRNAK-CUU,0,0
gene-TRNAS-AGA-55|TRNAS-AGA,0,0
gene-TRNAC-GCA-70|TRNAC-GCA,0,0
gene-TRNAF-GAA-64|TRNAF-GAA,0,0
gene-TRNAN-GUU-30|TRNAN-GUU,0,0
gene-TRNAM-CAU-28|TRNAM-CAU,0,0
gene-TRNAN-GUU-31|TRNAN-GUU,0,0
gene-TRNAM-CAU-29|TRNAM-CAU,0,0
gene-TRNAN-GUU-32|TRNAN-GUU,0,0
gene-TRNAM-CAU-30|TRNAM-CAU,0,0
gene-TRNAN-GUU-33|TRNAN-GUU,0,0
gene-TRNAM-CAU-31|TRNAM-CAU,0,0
gene-TRNAS-UGA-47|TRNAS-UGA,0,0
gene-TRNAD-GUC-53|TRNAD-GUC,0,0
gene-TRNAI-AAU-46|TRNAI-AAU,0,0
gene-TRNAN-GUU-34|TRNAN-GUU,0,0
gene-TRNAM-CAU-32|TRNAM-CAU,0,0
gene-TRNAA-UGC-59|TRNAA-UGC,0,0
gene-LOC123357832|LOC123357832,0,4
gene-TRNAT-AGU-67|TRNAT-AGU,0,0
gene-LOC123357834|LOC123357834,0,0
gene-LOC123357837|LOC123357837,0,0
gene-LOC123357838|LOC123357838,0,0
gene-TRNAQ-UUG-15|TRNAQ-UUG,0,0
gene-TRNAS-GCU-66|TRNAS-GCU,0,0
gene-TRNAT-CGU-14|TRNAT-CGU,0,0
gene-TRNAK-UUU-51|TRNAK-UUU,0,0
gene-TRNAM-CAU-33|TRNAM-CAU,0,0
gene-TRNAQ-UUG-16|TRNAQ-UUG,0,0
gene-TRNAS-UGA-48|TRNAS-UGA,0,2
gene-TRNAN-GUU-35|TRNAN-GUU,0,0
gene-TRNAF-GAA-67|TRNAF-GAA,0,0
gene-TRNAA-AGC-23|TRNAA-AGC,0,0
gene-TRNAC-GCA-71|TRNAC-GCA,0,0
gene-TRNAC-GCA-72|TRNAC-GCA,0,0
gene-TRNAS-AGA-57|TRNAS-AGA,0,0
gene-TRNAT-UGU-56|TRNAT-UGU,0,0
gene-TRNAS-ACU-7|TRNAS-ACU,0,0
gene-TRNAA-CGC-9|TRNAA-CGC,0,0
gene-TRNAS-AGA-58|TRNAS-AGA,0,0
gene-TRNAF-GAA-68|TRNAF-GAA,0,0
gene-TRNAR-CCU-21|TRNAR-CCU,0,0
gene-TRNAT-UGU-57|TRNAT-UGU,0,0
gene-LOC123357860|LOC123357860,0,0
gene-LOC123357862|LOC123357862,0,0
gene-LOC123357861|LOC123357861,0,0
gene-TRNAV-AAC-90|TRNAV-AAC,0,0
gene-TRNAS-GCU-67|TRNAS-GCU,0,0
gene-TRNAA-UGC-60|TRNAA-UGC,0,0
gene-LOC123357876|LOC123357876,0,0
gene-LOC123357878|LOC123357878,0,0
gene-TRNAK-UUU-52|TRNAK-UUU,0,0
gene-TRNAI-AAU-47|TRNAI-AAU,0,0
gene-TRNAR-UCU-36|TRNAR-UCU,0,0
gene-TRNAS-AGA-59|TRNAS-AGA,0,0
gene-TRNAC-GCA-73|TRNAC-GCA,0,0
gene-TRNAM-CAU-35|TRNAM-CAU,0,0
gene-TRNAE-CUC-13|TRNAE-CUC,0,0
gene-TRNAA-AGC-24|TRNAA-AGC,0,0
gene-TRNAT-AGU-68|TRNAT-AGU,0,0
gene-TRNAL-CAA-45|TRNAL-CAA,0,0
gene-TRNAM-CAU-36|TRNAM-CAU,0,0
gene-TRNAS-GCU-68|TRNAS-GCU,0,0
gene-TRNAS-UGA-49|TRNAS-UGA,0,1
